age,income,data_usage,budget,international_calls,high_speed_internet,plan_id
52,1632,12,114,0,1,4
23,8182,8,98,0,1,4
45,8135,9,27,0,1,3
49,57610,8,120,0,1,4
59,12294,13,140,0,1,4
54,19502,10,68,0,1,4
42,21860,9,120,1,1,4
49,1544,7,65,0,1,2
52,1394,17,46,1,1,3
39,8111,7,26,0,1,1
41,2090,16,111,1,1,4
56,6540,7,140,0,1,2
71,2781,15,149,0,1,4
47,4513,5,62,0,0,1
67,4173,11,144,0,1,4
49,6171,13,70,1,1,4
48,917,5,21,0,1,1
40,827,7,41,1,1,2
57,2718,10,29,1,1,3
50,3358,13,142,0,1,4
42,15965,11,95,1,1,4
53,4593,8,115,0,1,4
41,3804,6,72,1,1,3
48,2322,11,116,0,1,4
75,5018,9,101,0,0,4
56,2370,10,61,1,1,4
63,913,5,72,0,0,1
30,8694,11,113,0,1,4
27,1817,10,57,1,1,4
40,1949,14,75,0,1,4
35,720,8,48,1,0,3
49,4366,14,133,0,1,4
50,16487,10,54,0,1,4
53,539,5,102,0,1,2
45,597,11,71,0,0,4
33,4468,8,117,0,1,4
33,3889,10,109,0,1,4
35,1856,12,42,0,1,3
25,1714,7,24,0,1,1
59,3991,9,55,0,0,4
33,446,9,32,0,1,3
72,808,13,26,0,1,3
73,1086,9,48,0,1,3
28,2017,12,101,0,1,4
23,2072,13,22,0,1,3
18,221,7,87,1,1,3
29,812,14,137,0,1,4
74,5304,12,40,0,1,3
55,4951,11,106,0,1,4
45,7078,10,114,0,1,4
62,5033,10,32,1,1,3
75,2683,8,101,0,1,4
34,1125,7,59,0,1,2
18,1111,12,70,0,1,4
49,1275,8,81,1,1,4
25,6788,7,144,1,1,3
71,5056,11,92,1,1,4
57,1134,6,75,0,1,2
73,4352,13,147,0,1,4
60,5582,13,79,1,1,4
63,4975,13,126,0,0,4
41,7293,7,132,1,1,3
27,3133,9,99,0,1,4
64,2290,8,97,0,0,4
56,3208,9,57,0,1,4
56,8227,6,104,1,1,3
27,6366,11,57,1,1,4
53,3276,13,30,1,1,3
42,9394,10,85,0,1,4
67,19096,5,78,1,1,3
74,38527,17,100,0,1,4
27,37990,8,43,1,1,3
36,74248,7,28,0,0,1
63,11488,9,95,0,1,4
62,205,12,146,0,1,4
32,3685,12,108,0,1,4
33,686,5,20,0,1,1
19,15935,12,47,0,1,3
46,2180,8,45,0,0,3
21,4661,3,58,1,1,3
70,2576,11,97,0,1,4
67,18005,6,86,0,1,2
46,911,6,58,1,1,3
48,6044,13,130,1,1,4
34,1050,7,78,1,1,3
27,352,10,146,0,1,4
44,3596,7,96,1,1,3
70,876,12,96,0,1,4
58,668,9,123,0,0,4
32,620,6,36,0,1,2
61,2020,9,55,0,0,4
48,7579,10,100,0,1,4
38,691,11,103,0,1,4
75,8790,11,87,0,1,4
58,1740,10,64,0,1,4
63,1028,8,113,0,0,4
62,10037,12,143,0,1,4
43,7816,9,104,0,1,4
55,6723,10,99,0,1,4
68,3758,19,66,0,1,4
53,1019,10,124,0,1,4
69,10322,6,125,0,1,2
34,3067,3,62,0,1,2
68,3412,11,126,1,1,4
20,4415,10,80,1,1,4
31,8032,13,85,0,0,4
66,585,10,52,1,1,4
30,2857,12,125,0,1,4
58,1893,11,122,0,1,4
44,13149,9,82,1,1,4
18,16894,11,148,0,1,4
74,3995,10,44,0,1,3
34,801,11,82,1,1,4
65,1651,12,128,0,1,4
67,238,7,66,1,1,3
51,8230,13,102,0,1,4
31,1683,9,95,0,1,4
71,10011,8,31,0,1,3
72,1703,10,115,1,1,4
34,2446,13,110,0,1,4
20,2043,6,108,0,1,2
51,604,8,97,1,1,4
57,585,11,43,1,1,3
42,21465,16,52,1,0,4
19,1393,11,99,1,1,4
51,6297,5,52,0,1,2
43,41416,7,110,0,0,1
48,1969,14,47,1,0,3
26,4724,13,24,0,1,3
47,3979,13,22,0,1,3
37,4163,8,112,0,1,4
38,4861,6,81,0,1,2
46,898,6,95,0,1,2
42,702,9,80,0,1,4
55,2880,11,45,0,1,3
75,12089,9,124,0,1,4
61,7477,10,36,0,1,3
42,723,8,147,1,1,4
26,5299,9,39,0,0,3
56,3837,7,41,0,1,2
61,3423,10,46,0,0,3
43,3368,10,101,0,1,4
74,4056,11,87,1,1,4
54,2892,11,48,0,1,3
33,1640,13,71,0,0,4
54,2384,8,93,1,1,4
29,469,8,48,1,1,3
41,5027,14,135,1,1,4
43,4906,13,139,0,0,4
37,15638,8,114,0,0,4
26,5498,16,65,0,1,4
40,2461,6,105,1,1,3
56,4849,6,134,0,1,2
46,2167,11,22,1,1,3
48,1523,13,67,0,1,4
36,273,12,84,0,1,4
37,4394,12,61,0,0,4
40,4908,10,32,0,1,3
60,10883,9,87,1,0,4
44,12642,11,134,0,1,4
47,4218,7,54,0,1,2
38,857,9,109,0,1,4
61,896,13,85,1,1,4
52,3720,10,49,0,1,3
66,7312,7,139,0,1,2
24,7773,11,100,0,1,4
39,1931,17,95,1,1,4
27,364,13,43,1,1,3
40,892,12,67,0,1,4
32,431,15,20,0,1,3
47,4168,6,70,0,1,2
51,2291,12,116,1,1,4
30,2211,12,49,1,1,3
21,4805,14,52,0,1,4
35,2080,10,97,0,1,4
73,20407,13,124,0,0,4
40,2463,13,106,1,1,4
50,528,17,73,0,1,4
51,233,14,103,0,1,4
51,5083,5,84,0,1,2
53,5620,8,37,0,0,3
52,5516,8,52,0,1,4
34,803,13,81,1,1,4
45,1230,15,145,0,1,4
31,15919,9,132,0,1,4
51,2478,9,71,1,1,4
65,1604,12,101,0,1,4
28,11906,9,145,1,1,4
74,1064,8,39,0,1,3
30,1966,13,69,1,1,4
50,10276,11,76,1,1,4
74,11219,14,82,1,1,4
72,11523,10,43,0,1,3
19,6243,10,79,0,1,4
51,22395,14,35,0,0,3
70,7645,10,47,0,1,3
46,4150,8,101,0,1,4
54,3016,6,128,1,1,3
21,2201,8,124,1,1,4
29,862,6,115,1,1,3
43,325,11,121,0,0,4
75,7734,10,40,0,1,3
45,2696,7,37,1,0,1
20,1264,7,136,0,1,2
37,22729,5,55,0,1,2
27,9860,12,48,0,1,3
69,2547,5,142,0,0,1
35,5267,7,62,0,1,2
70,2901,13,123,0,1,4
70,2071,6,66,0,1,2
70,10396,8,97,0,1,4
44,3903,13,119,0,1,4
48,854,7,66,0,0,1
44,4285,5,108,1,1,3
59,5622,12,40,0,1,3
18,16270,12,79,0,1,4
23,3985,8,147,0,1,4
28,3159,8,84,0,1,4
51,4984,11,26,0,1,3
56,1040,12,136,0,1,4
37,45405,6,92,0,1,2
70,21262,10,122,1,1,4
38,7850,15,136,1,1,4
38,4092,8,64,0,1,4
35,751,7,122,1,1,3
38,3067,7,119,0,1,2
36,4908,8,105,0,1,4
21,1069,7,24,0,1,1
30,1727,11,37,0,1,3
35,1835,13,42,1,1,3
69,1595,8,93,0,1,4
46,16085,9,145,0,1,4
42,2527,6,63,0,1,2
73,11504,8,94,0,1,4
30,1832,16,20,0,1,3
44,2110,15,90,1,1,4
36,3122,7,80,1,1,3
66,3664,12,21,1,0,3
18,1041,7,85,0,1,2
55,4252,15,136,0,0,4
36,980,12,22,0,1,3
69,18973,4,127,1,0,3
18,1749,10,90,0,1,4
57,7079,10,52,0,1,4
34,1701,13,138,0,1,4
38,10565,10,137,0,1,4
39,1855,10,22,0,0,3
32,2824,6,94,0,1,2
67,2340,8,113,0,0,4
56,2218,9,130,0,1,4
65,686,5,100,0,1,2
56,1441,11,82,1,0,4
49,4234,18,120,1,1,4
66,5151,12,110,1,1,4
21,955,13,59,1,1,4
61,1549,12,140,0,1,4
62,2754,19,21,0,0,3
49,3233,10,41,0,1,3
21,4373,4,58,0,1,2
70,8451,12,96,0,1,4
18,4172,15,133,0,1,4
50,1091,7,112,1,1,3
24,5971,4,114,1,1,3
26,7955,5,26,1,0,1
18,613,4,149,0,1,2
33,4768,15,92,0,1,4
35,11116,17,59,0,1,4
71,1559,13,135,1,1,4
64,5987,19,113,1,1,4
23,1480,10,140,0,1,4
19,2215,12,40,1,1,3
26,1235,6,45,0,1,2
21,5557,10,134,0,1,4
62,6408,17,42,0,1,3
40,4534,14,81,0,1,4
71,5401,9,46,1,0,3
60,6150,9,59,0,1,4
62,11618,10,97,1,1,4
60,1677,13,54,0,1,4
68,237,7,76,0,1,2
25,1980,9,69,0,1,4
56,1996,13,126,0,1,4
42,6777,17,63,0,1,4
33,313,9,33,1,0,3
52,3904,5,33,0,1,2
34,11423,13,79,0,1,4
35,3021,9,112,0,0,4
44,5268,7,148,1,1,3
32,1467,11,44,0,0,3
34,6125,9,24,0,0,3
60,2725,13,49,0,0,3
22,1691,5,124,1,1,3
33,3159,9,135,1,0,4
32,6902,4,24,0,1,1
59,2670,12,23,0,1,3
63,2525,12,145,1,1,4
51,2843,7,61,0,1,2
65,3908,11,123,1,1,4
36,3666,9,76,0,1,4
25,3623,8,43,0,1,3
64,880,11,132,0,1,4
27,2574,8,131,0,1,4
22,10540,10,101,1,1,4
69,5311,9,96,0,1,4
65,9958,10,98,0,1,4
70,4507,8,53,0,1,4
43,3706,9,81,0,1,4
39,12586,7,120,1,1,3
61,1915,15,94,0,1,4
40,1811,13,23,1,1,3
30,16912,9,135,0,1,4
26,7367,12,104,0,1,4
66,2248,6,37,0,1,2
37,1581,13,140,0,0,4
45,1062,11,69,0,1,4
61,2167,7,54,0,1,2
74,7499,6,70,0,0,1
54,339,14,57,0,1,4
41,8906,9,63,1,1,4
61,6050,6,126,1,1,3
50,1061,10,109,0,1,4
37,3161,12,29,0,1,3
65,1798,5,96,0,1,2
47,1207,8,24,1,1,3
61,3989,8,128,0,0,4
26,5110,12,64,1,1,4
62,6434,9,122,1,0,4
66,499,10,76,0,1,4
34,1914,10,108,0,1,4
53,5549,15,104,0,0,4
31,7870,14,29,1,1,3
36,3837,6,99,0,1,2
24,8796,7,85,1,1,3
20,3625,6,43,0,0,1
50,5054,14,60,1,1,4
61,1293,11,148,1,1,4
49,6163,9,53,1,1,4
64,807,7,139,0,1,2
28,1070,10,74,0,1,4
59,1383,5,37,0,1,2
19,15957,10,128,1,1,4
43,2085,8,68,0,1,4
21,4663,8,57,1,1,4
34,5227,13,72,0,1,4
34,5064,21,87,0,1,4
45,1083,9,110,0,1,4
47,4306,10,135,1,0,4
57,1130,15,68,0,1,4
40,576,9,43,1,1,3
63,16300,11,35,0,1,3
41,2326,9,144,1,1,4
46,2446,9,56,0,1,4
21,8674,14,123,0,0,4
55,6912,13,50,0,1,4
46,1682,9,78,0,1,4
36,4271,14,86,0,1,4
44,5377,16,56,0,1,4
46,868,12,48,1,1,3
73,1528,5,66,0,1,2
53,2339,12,113,1,1,4
52,3349,9,116,0,0,4
69,12090,10,71,1,1,4
23,1653,8,94,0,1,4
40,14328,12,48,1,1,3
56,5277,8,75,0,1,4
63,658,10,22,0,1,3
61,4550,13,149,1,1,4
65,14047,11,61,0,0,4
69,2710,6,105,0,1,2
25,1578,6,149,0,1,2
72,1868,6,89,0,1,2
19,5390,14,55,1,1,4
30,829,8,51,1,0,4
57,19257,14,123,1,1,4
74,10045,12,78,0,1,4
38,6654,13,132,0,0,4
48,1047,14,100,0,1,4
69,14520,18,143,0,1,4
65,11964,17,45,1,0,3
53,14453,7,57,1,1,3
65,4705,9,22,0,1,3
69,3523,11,147,0,1,4
55,4560,9,80,0,1,4
44,5644,12,117,1,1,4
53,12653,9,114,1,1,4
65,899,7,133,1,0,3
40,4424,7,83,0,1,2
72,5854,5,22,1,1,1
38,9991,8,103,0,1,4
30,2608,8,21,1,0,3
54,3842,8,136,1,1,4
64,3139,14,129,0,1,4
43,4766,11,31,0,1,3
57,2007,12,31,1,1,3
24,6779,11,134,0,0,4
63,5246,9,36,0,1,3
56,830,4,41,0,1,2
39,1097,6,33,0,0,1
56,2946,12,138,0,1,4
40,77477,14,52,1,1,4
75,2667,9,144,0,1,4
47,1270,10,143,0,1,4
35,1732,14,43,1,1,3
59,5835,8,42,0,1,3
35,17399,13,40,0,0,3
63,1841,11,70,0,1,4
27,4254,8,52,1,1,4
56,2037,5,23,1,1,1
47,6584,8,53,0,1,4
43,2038,10,74,1,0,4
24,7576,9,102,1,1,4
24,248,9,111,0,0,4
22,6509,10,30,1,1,3
18,2651,7,30,0,1,2
63,5697,12,114,0,1,4
35,3031,7,30,1,1,2
30,927,10,81,0,1,4
42,3690,11,70,1,1,4
57,6747,5,66,1,1,3
25,3890,9,145,0,1,4
27,706,10,101,0,1,4
49,3726,8,139,0,1,4
34,5003,9,53,1,1,4
55,1985,3,108,1,1,3
32,148,14,85,0,1,4
32,1833,7,123,0,1,2
74,843,10,80,0,1,4
65,2700,13,75,0,1,4
57,852,13,136,0,1,4
68,819,15,105,0,1,4
37,6463,10,117,0,1,4
32,3508,8,28,0,1,3
52,4879,11,111,0,1,4
23,1684,8,54,1,1,4
47,1844,8,115,1,1,4
74,1574,5,149,0,1,2
25,1795,7,128,0,1,2
48,1880,11,29,0,0,3
65,1102,9,23,0,1,3
64,1463,9,86,1,1,4
49,3622,7,127,0,1,2
62,1096,8,125,0,1,4
75,4133,15,91,0,0,4
69,620,8,35,1,1,3
32,4038,9,110,0,1,4
35,2763,9,112,0,1,4
30,4114,10,30,0,1,3
41,4117,8,86,0,1,4
57,1072,9,88,0,0,4
31,3153,14,95,0,1,4
45,963,10,80,0,1,4
28,1976,14,78,0,1,4
23,7621,11,21,0,0,3
73,1115,9,77,0,0,4
42,2817,9,25,0,1,3
18,1326,8,55,0,1,4
42,4046,8,132,0,1,4
19,7502,8,103,1,0,4
49,1866,7,125,0,1,2
30,3699,8,121,1,0,4
50,2386,8,84,0,1,4
49,1124,14,118,1,1,4
73,4250,7,94,0,1,2
41,4845,11,79,0,1,4
44,1111,5,63,0,1,2
21,7070,10,27,0,0,3
41,10624,8,88,0,0,4
40,1222,13,62,1,0,4
46,11831,6,65,1,0,3
51,2992,8,95,1,1,4
38,2781,7,147,0,1,2
47,15727,11,85,0,1,4
43,6889,6,117,0,1,2
37,1598,8,114,0,0,4
33,1793,7,97,1,1,3
20,4128,14,26,1,0,3
66,4085,13,118,0,1,4
54,2868,7,128,0,1,2
75,1475,5,60,1,1,3
57,1725,13,141,1,1,4
61,2910,6,36,0,1,2
42,610,11,117,0,0,4
40,4902,9,112,0,0,4
61,3857,20,135,0,1,4
18,1169,11,49,0,1,3
50,4841,5,47,0,1,2
32,537,6,65,0,0,1
34,4310,17,106,0,1,4
51,7316,11,114,0,1,4
34,4421,8,67,1,1,4
69,5446,11,88,0,1,4
75,5802,6,78,0,1,2
58,4427,7,75,0,1,2
61,2826,10,77,1,0,4
21,2166,9,126,0,1,4
30,9375,7,86,0,0,1
21,5469,7,147,0,1,2
24,9752,11,33,0,1,3
63,8032,5,66,1,1,3
26,923,8,104,0,1,4
40,1531,8,135,1,1,4
50,472,13,48,0,1,3
50,628,5,119,0,0,1
37,490,11,52,0,1,4
21,311,14,142,0,1,4
18,2349,6,93,1,0,3
71,9651,7,76,0,1,2
59,4251,11,34,1,1,3
51,5976,14,46,0,0,3
44,3146,8,57,0,1,4
38,3442,6,138,0,1,2
41,6483,11,22,0,1,3
32,2531,15,126,1,1,4
52,3380,7,144,1,0,3
42,1984,7,96,0,1,2
72,881,11,93,0,1,4
26,2621,14,130,0,1,4
34,919,9,141,0,1,4
38,7189,18,145,0,1,4
30,4860,10,30,0,1,3
20,13223,8,20,0,1,3
21,1361,14,33,0,1,3
21,755,6,66,0,1,2
60,647,11,135,1,1,4
45,14398,7,114,0,1,2
24,2004,9,140,0,1,4
43,665,13,35,0,1,3
28,4771,8,30,0,1,3
41,2134,13,56,1,1,4
60,1157,9,25,1,0,3
27,13186,12,93,0,1,4
54,2587,11,135,0,1,4
30,5255,15,85,1,1,4
61,4596,11,122,0,1,4
59,45091,10,129,1,1,4
56,2437,14,69,1,1,4
36,1097,13,142,0,1,4
68,1511,9,82,0,1,4
36,8020,8,124,0,1,4
29,3829,7,114,1,1,3
69,1862,13,120,0,1,4
39,4200,8,52,1,1,4
64,11253,8,143,1,0,4
54,15666,9,125,1,1,4
73,4311,9,81,0,1,4
47,9276,7,33,0,1,2
63,718,7,117,0,1,2
29,5553,15,148,0,1,4
46,2488,3,56,0,1,2
38,945,10,42,0,1,3
28,1173,9,77,0,1,4
54,1317,15,142,1,0,4
65,3996,14,61,1,1,4
75,985,15,96,1,1,4
35,6054,5,66,0,0,1
61,7815,12,42,1,0,3
44,2646,14,61,1,0,4
54,2424,10,30,0,0,3
65,3485,11,104,1,1,4
29,1819,13,118,0,1,4
40,12850,14,119,0,1,4
51,368,9,136,1,1,4
55,2024,9,43,0,1,3
40,623,3,52,0,1,2
70,5303,8,64,0,0,4
42,3690,9,39,1,1,3
21,6332,11,50,0,1,4
47,3497,15,44,0,1,3
47,4411,15,36,0,1,3
30,1244,14,76,0,1,4
59,3456,6,122,0,1,2
66,1363,7,47,0,1,2
31,5498,3,101,0,1,2
73,1155,11,77,1,1,4
64,1780,7,20,1,1,1
25,2740,8,115,0,1,4
72,13794,5,53,0,1,2
41,3076,10,104,0,0,4
35,22503,8,43,0,1,3
52,11877,12,64,0,1,4
42,2200,13,60,1,1,4
34,4463,11,56,0,1,4
49,5190,8,117,0,1,4
73,156,10,33,1,1,3
41,536,12,64,0,0,4
24,4670,8,101,1,1,4
30,4974,10,106,0,0,4
44,3469,10,49,0,1,3
65,978,11,141,1,0,4
22,33252,7,57,0,1,2
53,5255,5,125,0,1,2
43,8262,9,78,1,1,4
59,7577,10,44,1,1,3
62,3454,7,37,0,0,1
48,3244,5,63,1,1,3
27,7356,15,62,0,0,4
63,1766,10,127,0,1,4
43,7887,12,127,1,1,4
39,3554,16,86,0,1,4
29,5386,9,81,0,1,4
49,3562,13,75,0,1,4
44,1227,12,84,0,0,4
50,2519,12,101,1,1,4
70,10108,6,61,0,1,2
69,5677,15,21,0,1,3
37,9000,10,55,0,1,4
56,7632,10,31,0,1,3
58,1686,12,125,1,1,4
57,626,13,128,0,1,4
30,6955,8,91,0,1,4
31,2515,8,85,0,1,4
61,5945,9,94,0,1,4
57,12093,14,82,0,1,4
70,2091,10,35,1,1,3
39,1390,10,62,0,1,4
35,1073,12,122,0,1,4
65,2916,10,55,0,1,4
46,726,15,115,0,1,4
60,4240,9,39,0,1,3
33,4447,11,70,0,1,4
63,4423,13,61,0,1,4
52,550,7,124,0,1,2
70,9799,13,40,1,1,3
51,3386,17,55,0,1,4
20,1900,8,110,0,1,4
21,5707,6,66,0,1,2
71,5633,7,116,0,1,2
22,947,4,29,0,1,1
27,2837,9,121,1,1,4
69,1636,16,68,0,1,4
46,1960,13,53,1,1,4
49,5030,12,83,0,1,4
48,1248,13,24,0,1,3
19,5193,8,21,1,1,3
29,1182,8,25,0,1,3
44,9969,10,63,1,0,4
22,1553,15,130,1,1,4
54,29583,12,126,0,1,4
44,6726,10,107,1,1,4
40,2460,5,44,0,1,2
50,1151,14,92,0,1,4
21,5017,16,83,1,1,4
38,8219,8,97,0,1,4
41,5553,5,99,0,0,1
61,1671,11,77,0,1,4
48,12416,13,118,0,1,4
61,3988,5,78,0,0,1
65,1555,6,60,1,1,3
41,27333,7,51,1,1,3
66,5725,10,81,0,1,4
70,4482,10,59,0,1,4
27,1838,14,88,0,1,4
66,2877,12,93,0,1,4
66,1321,10,25,1,1,3
67,3587,6,93,1,1,3
19,5157,8,89,0,1,4
48,431,16,36,0,1,3
42,821,10,78,1,1,4
21,1199,9,96,0,1,4
68,661,9,38,1,1,3
28,1304,10,135,1,1,4
34,13014,10,70,0,1,4
61,9334,11,62,1,0,4
19,1602,19,50,0,1,4
23,5181,7,103,0,1,2
26,943,17,149,0,0,4
22,21083,10,71,1,1,4
37,2448,5,25,0,1,1
46,394,14,53,0,1,4
38,27794,12,92,0,1,4
26,2209,16,86,1,1,4
45,22787,11,80,0,1,4
72,7461,14,122,1,1,4
25,4006,15,148,0,1,4
48,475,7,74,0,1,2
37,3323,9,69,0,1,4
44,626,7,82,0,1,2
25,2139,7,35,1,1,2
71,3505,9,135,0,1,4
38,11259,14,23,0,1,3
45,1630,6,88,0,1,2
40,25684,14,113,0,1,4
23,641,9,118,0,1,4
20,1319,12,84,0,1,4
22,3563,11,113,1,0,4
26,291,15,146,1,1,4
24,915,12,121,0,0,4
21,4752,10,69,1,1,4
56,7573,10,77,0,1,4
22,1124,12,113,0,1,4
28,1757,7,84,1,0,3
32,4936,8,35,1,0,3
51,527,13,54,0,0,4
30,2485,9,90,0,0,4
71,2355,7,105,0,1,2
65,17410,8,31,1,1,3
24,5090,8,76,1,0,4
57,3037,5,113,0,1,2
23,6425,6,20,0,1,1
73,3716,6,62,0,1,2
56,1173,9,28,0,0,3
67,6118,12,27,0,0,3
47,7035,9,32,0,0,3
39,2164,11,104,0,1,4
42,3640,4,104,0,1,2
45,21011,12,130,0,1,4
71,3669,11,97,0,1,4
37,2428,13,98,1,1,4
56,1090,11,44,0,1,3
20,1212,7,124,1,1,3
22,3280,10,86,0,1,4
18,1591,13,20,0,1,3
32,5422,6,27,1,1,1
43,1956,9,124,1,1,4
20,52513,8,57,1,1,4
57,3759,9,82,0,1,4
74,614,11,37,1,1,3
58,3602,10,93,1,1,4
64,2058,9,66,0,0,4
59,6107,12,116,0,1,4
51,2996,14,124,1,0,4
69,4513,15,38,1,1,3
22,44930,13,59,1,1,4
48,2410,8,67,0,1,4
68,6224,11,96,0,1,4
30,9019,13,124,0,1,4
60,4072,13,55,0,1,4
18,594,14,104,0,1,4
39,6488,9,26,0,1,3
32,407,6,126,0,1,2
43,16445,18,114,0,1,4
35,808,19,118,1,1,4
65,21215,10,144,0,0,4
26,3241,9,86,0,1,4
18,7144,10,23,1,1,3
60,4970,10,84,0,1,4
26,7879,10,148,0,1,4
40,415,7,60,0,0,1
60,1567,11,143,0,1,4
62,4478,12,84,0,1,4
75,3140,13,85,1,1,4
19,1995,7,26,0,1,1
31,3611,14,89,1,0,4
55,2390,14,33,0,1,3
57,27131,12,34,0,1,3
35,11416,11,50,1,1,4
33,13153,12,45,0,0,3
70,18166,8,88,1,1,4
46,4870,8,44,1,1,3
61,1171,9,23,1,1,3
28,2254,13,143,1,1,4
23,4240,9,106,0,1,4
20,3470,15,117,0,1,4
31,791,19,107,0,1,4
19,4259,8,48,0,0,3
49,972,8,81,0,1,4
48,20793,13,85,0,1,4
28,6500,9,69,0,1,4
39,2464,12,110,0,1,4
20,3177,8,118,0,1,4
67,16742,8,91,0,1,4
48,668,5,72,0,1,2
50,1845,11,84,0,1,4
41,5083,10,38,1,1,3
18,381,17,90,1,0,4
61,2591,10,22,1,1,3
32,1911,17,111,0,1,4
54,35199,14,38,0,1,3
44,2605,14,147,1,0,4
55,1062,12,145,0,1,4
65,1229,7,46,1,1,2
44,201,15,51,0,0,4
61,16089,14,146,1,1,4
29,3322,10,133,1,1,4
20,2504,10,78,0,1,4
47,7635,10,136,0,1,4
49,5158,9,87,0,1,4
40,3029,10,42,0,1,3
19,1094,11,105,0,1,4
24,1734,7,37,1,1,2
51,3376,13,106,0,0,4
49,5820,10,51,0,1,4
70,786,10,56,1,1,4
56,2735,7,45,0,1,2
49,10862,7,77,1,1,3
60,862,7,147,1,1,3
60,6274,10,30,0,1,3
31,812,11,113,0,1,4
20,1750,13,120,0,1,4
63,411,6,144,1,1,3
49,4030,10,115,0,1,4
60,1380,10,121,1,1,4
53,404,11,109,1,1,4
34,3423,7,115,1,1,3
65,8604,11,90,0,1,4
20,4488,6,106,0,1,2
74,4272,7,78,0,1,2
27,6531,7,91,0,1,2
70,1452,9,76,0,1,4
64,3326,10,85,0,1,4
57,26871,16,114,1,1,4
35,3452,12,47,0,1,3
20,1292,11,126,1,1,4
56,4226,8,76,0,1,4
27,2037,11,111,0,1,4
69,2871,9,85,0,0,4
26,6275,5,102,0,1,2
63,1739,4,70,0,0,1
72,171,11,135,0,1,4
63,2506,9,75,1,1,4
28,4878,11,106,0,0,4
50,17118,10,44,1,1,3
53,8696,15,135,1,1,4
43,2136,14,56,0,1,4
44,4816,7,131,0,1,2
55,2331,9,27,0,1,3
39,7223,9,37,0,1,3
43,2543,15,104,0,1,4
39,6337,8,80,1,1,4
22,15809,12,68,0,0,4
52,38070,8,113,0,0,4
19,671,10,120,0,0,4
52,495,9,106,1,1,4
26,1168,11,101,0,1,4
68,2816,10,46,0,1,3
68,1758,13,28,0,1,3
66,10391,5,44,0,0,1
35,1350,6,40,1,1,2
60,979,8,69,1,1,4
29,11352,5,26,0,0,1
20,5134,11,39,0,1,3
35,4013,3,44,0,0,1
73,979,21,100,0,0,4
55,8709,8,136,1,1,4
24,2368,6,133,0,1,2
50,3413,18,41,0,1,3
23,4191,10,116,0,1,4
35,11923,9,110,1,1,4
62,4647,14,96,1,0,4
39,1502,14,57,0,1,4
68,2961,16,145,0,1,4
56,5878,10,141,0,1,4
68,16297,11,70,1,1,4
26,1986,11,98,0,1,4
52,1820,9,22,0,1,3
40,6389,11,35,1,1,3
29,1232,14,111,0,1,4
69,1585,9,135,0,1,4
41,3058,9,50,1,1,4
67,4614,16,130,1,1,4
57,8256,11,20,0,1,3
26,3512,13,94,1,1,4
30,3253,8,81,1,1,4
57,5285,9,57,0,1,4
71,643,7,46,0,1,2
59,3227,7,34,0,0,1
34,14960,6,93,0,1,2
24,6519,16,56,0,1,4
34,2906,15,46,1,1,3
72,6220,11,51,0,1,4
67,868,6,79,1,1,3
41,4598,15,23,0,1,3
19,2880,9,26,1,1,3
52,3305,15,102,0,1,4
45,2060,14,44,0,1,3
36,12133,13,116,1,0,4
50,1818,16,30,0,1,3
38,1027,13,45,1,1,3
70,678,10,103,0,1,4
27,345,11,110,0,1,4
70,3709,13,110,1,1,4
63,1361,14,29,0,1,3
62,810,12,30,0,1,3
26,2290,16,57,0,0,4
55,5904,15,101,1,1,4
23,2700,18,22,1,1,3
68,3408,5,56,1,1,3
70,9620,6,73,0,1,2
59,6792,9,140,0,1,4
72,3332,12,126,0,1,4
52,1113,11,28,1,1,3
35,1725,7,129,0,1,2
70,3067,7,26,0,1,1
36,6109,6,73,0,1,2
22,4191,10,22,0,1,3
42,1606,15,136,0,1,4
28,4451,11,41,0,0,3
27,16412,12,56,0,0,4
34,3991,9,108,1,1,4
53,5520,7,132,0,1,2
43,2108,6,116,1,1,3
48,2460,12,146,0,0,4
49,551,5,28,1,1,1
38,3417,8,22,0,1,3
35,188,7,87,0,1,2
35,650,9,21,0,1,3
18,4170,13,52,0,1,4
31,1109,8,31,0,1,3
25,411,11,72,1,1,4
19,3191,8,95,0,1,4
68,638,15,129,0,1,4
32,8530,5,124,0,1,2
51,4785,12,113,0,0,4
53,18537,10,98,1,1,4
18,4408,13,104,1,0,4
68,19664,8,116,0,0,4
38,1133,12,51,0,1,4
59,1627,10,76,1,0,4
18,3993,14,133,0,1,4
49,2628,17,41,0,1,3
37,3446,12,134,0,1,4
71,2893,7,76,0,1,2
64,2423,10,90,0,0,4
53,1167,7,75,0,0,1
56,1431,10,42,1,0,3
47,1219,7,99,1,0,3
24,1116,9,134,0,0,4
39,3182,11,88,0,1,4
74,1455,8,53,0,0,4
67,1764,10,31,1,1,3
62,12091,8,112,1,1,4
27,4809,6,97,0,1,2
73,6695,11,60,1,1,4
25,9153,6,57,0,1,2
44,15421,13,88,0,1,4
27,2945,8,133,1,1,4
31,3919,11,143,1,1,4
63,1779,7,26,1,1,1
69,1288,6,75,0,1,2
71,671,15,74,0,1,4
28,1082,11,65,0,0,4
23,1764,4,61,0,0,1
38,3640,10,55,0,0,4
50,951,7,124,0,0,1
36,1127,4,76,0,0,1
56,367,13,54,0,0,4
41,1499,14,118,0,0,4
35,3173,9,40,1,1,3
52,3140,8,110,0,1,4
69,2159,7,53,0,0,1
